mensagem,stream,data,tipo_toxicidade
"Esse com e nojento sacy, oq estraga o time esse cara baita",sacy,2026-04-18,INS
VSF youtube,sacy,2026-04-18,OBS
é por causa da porra do gmail,sacy,2026-04-18,OBS
mt bom vsf,sacy,2026-04-18,OBS
será que a NRG que tava uma merda mesmo? veremos no próximo jogo,sacy,2026-04-18,OBS
caralho mas vai repetir os 2 morrendo por quantos angulos,sacy,2026-04-18,OBS
vsf gaalaxio,sacy,2026-04-18,OBS
to puta,sacy,2026-04-18,OBS
cago,sacy,2026-04-18,OBS
Cagou cego,sacy,2026-04-18,OBS
alym cagou muito,sacy,2026-04-18,OBS
vsf,sacy,2026-04-18,OBS
nojento pprt,sacy,2026-04-18,INS
a potter putaaaaaaça,sacy,2026-04-18,OBS
caraio 2 jogao,sacy,2026-04-18,OBS
"@julianamayumiz cami ja deve ter ido dormir né, fui olhar o dc e do nada vejo ela xingando pra porra kkkkkkkkkkkkkkkkkk entendi nada",sacy,2026-04-18,OBS
sempre esse arrombado vivo por último,sacy,2026-04-18,OBS
minha vida é um lixo mrm,sacy,2026-04-18,INS
Como esse cara foi campeão mundial? Pqp,sacy,2026-04-18,OBS
esse c0m eh mt ruim ta naluco,sacy,2026-04-18,INS
"Fica aberto na mira do fdp dando strafe, fecha a porra da mira",sacy,2026-04-18,OBS
eu tenho dó dela quando tem jogo do aspas e ela qr ver kkkkkkkkkkkk @julianamayumiz ELA FICAVA PUTASSA QUANDO A MIBR PERDIA,sacy,2026-04-18,OBS
VSF,sacy,2026-04-18,OBS
pqp,sacy,2026-04-18,OBS
COM é burro dms,sacy,2026-04-18,INS
pqp,sacy,2026-04-18,OBS
Essa eg é uma merda.,sacy,2026-04-18,OBS
pqp,sacy,2026-04-18,OBS
"eu fico feliz p krl pela furia, mas pqp o DG é muito refem",sacy,2026-04-18,OBS
Que merda foi essa que o time tá fazendo... DG REFEM,sacy,2026-04-18,OBS
caralho com eu vou comer a sua mae,sacy,2026-04-18,OBS
achava que a furia era um lixo okeanos,sacy,2026-04-18,INS
ele é muito baiter e ruim,sacy,2026-04-18,INS
COM é bizarro de ruim. me estressa esse cara,sacy,2026-04-18,INS
"@santttys Não tem oq fazer, foda, o mlk merece um time melhor",sacy,2026-04-18,OBS
hoje a unica coisa importante foi q a C9 é uma merda NODDERS,sacy,2026-04-18,OBS
cada dia que passa eu fico mais impressionado como caralhos o aspas matou 82 boneco em 3 mapas,sacy,2026-04-18,OBS
se colocar o supamen numa 100t ele n joga bosta nenhuma,sacy,2026-04-18,OBS
"imagina o DG com Darker LUK e Erde no msm time, seria MT mira… LOUD mt burra",sacy,2026-04-18,INS
FREE DG o time dele é um lixo,sacy,2026-04-18,INS
"só na loud que era ruim, pq é panela",sacy,2026-04-18,INS
ta ganhando 5x mais e matando 25 por partida tá ruim ?,sacy,2026-04-18,INS
"maior parte dos atletas do mundo passam a carreira perdendo chat, isso é a profissao porra",sacy,2026-04-18,OBS
ainda bem que o koala não é igual a porra do eggster,sacy,2026-04-18,OBS
@swfps7 chega segunda e n chega a hora do jogo sw pqp,sacy,2026-04-18,OBS
Caralho amanhã tem a creche vs G2,sacy,2026-04-18,OBS
"Nutrição é algo muito sério mesmo, meu mental vai pro caralho quando eu não me alimento direito e esse mental fragilizado / saúde fragilizada por falta de nutrição acaba com todo os outros aspectos da minha vida. Tem que ser levado a sério assim mesmo",sacy,2026-04-18,OBS
juro sacy vc e foda,sacy,2026-04-18,OBS
vlw vlw sacy desculpa chamar voce de burro <3,sacy,2026-04-18,INS
o unico jogo ruim e da cloud9,sacy,2026-04-18,INS
todo mundo ta tomando sa merda,sacy,2026-04-18,OBS
Cadê o Galaxio aque otario,sacy,2026-04-18,INS
e VSF galaxio,sacy,2026-04-18,OBS
e VSF galaxio  ͏,sacy,2026-04-18,OBS
VSF galaxio,sacy,2026-04-18,OBS
bota musga sacy pora VSF,sacy,2026-04-18,OBS
VSF gaalaxio,sacy,2026-04-18,OBS
VSF,sacy,2026-04-18,OBS
CARALHO,bagi,2026-04-18,OBS
Caraio o pinto virado,bagi,2026-04-18,OBS
Caralho,bagi,2026-04-18,OBS
@vorgex_ acredito meo vc é um amigo foda demais,bagi,2026-04-18,OBS
carai voltou como,bagi,2026-04-18,OBS
caraioooo kkkkkkkkkkkkkk,bagi,2026-04-18,OBS
pqp kkkkkkkkkkkkkkkkkkkkkk,bagi,2026-04-18,OBS
Kkkkkkkkkkk vsf,bagi,2026-04-18,OBS
Mah e loca pohaaaaa,bagi,2026-04-18,OBS
caralho,bagi,2026-04-18,OBS
Ih carai,bagi,2026-04-18,OBS
caralho oq não falta pra Amora é mãe lésbica,bagi,2026-04-18,OBS
q porra é isso mds,bagi,2026-04-18,OBS
@Nanaykase eu tô assim Tb pqp,bagi,2026-04-18,OBS
crl a bagi no ritmo,bagi,2026-04-18,OBS
lembro que o tutu tinha umas dança maneira tbm,bagi,2026-04-18,INS
PORRA,bagi,2026-04-18,OBS
meu deus pqp,bagi,2026-04-18,OBS
muito bom msm pqp duquesa rainha,bagi,2026-04-18,OBS
Caralho uma da ebony agora eim,bagi,2026-04-18,OBS
choke7Dance choke7Dance choke7Dance choke7Dance choke7Dance BORA PORRAAAA,bagi,2026-04-18,OBS
Ai caralho É A PORRA DO MEIAUM,bagi,2026-04-18,OBS
CARALHO,bagi,2026-04-18,OBS
Caralho....,bagi,2026-04-18,OBS
Vai me fazer chorar carai,bagi,2026-04-18,OBS
Um ABC ta putaria seria nice em,bagi,2026-04-18,OBS
caraio quel kkkk,bagi,2026-04-18,OBS
CARALHO,bagi,2026-04-18,OBS
carai,bagi,2026-04-18,OBS
CARALHO,bagi,2026-04-18,OBS
Crl o Trevor tá amassando dms nas dancinhas,bagi,2026-04-18,OBS
como pode a yas foi pro caralho KAKSKSKSKKSKSKS,bagi,2026-04-18,OBS
LIXOOOO,bagi,2026-04-18,INS
AlienPls puta q pariu,bagi,2026-04-18,OBS
os mlk é lixo,bagi,2026-04-18,INS
caraio gg,bagi,2026-04-18,OBS
gg foi pro carai já kkk,bagi,2026-04-18,OBS
VAI COMEÇAR A PUTARIA gaa4K gaa4K gaa4K,bagi,2026-04-18,OBS
"JÁ FUI PRO CARALHO, TÔ BÊBADA PRA UMA PORRA gaa4K gaa4K gaa4K gaa4K gaa4K gaa4K gaa4K gaa4K",bagi,2026-04-18,OBS
CARALHO TÔ MUITO BÊBADA gaa4K gaa4K gaa4K gaa4K gaa4K gaa4K,bagi,2026-04-18,OBS
"@o_sh4y mt foda mano. Curto Sekiro demais, sei que nao é a mesma coisa, mas dificuldades assim me chama a atençao",frttt,2026-04-18,OBS
kkkkkkkkkkkkkk fdp,frttt,2026-04-18,OBS
@kSnows ai é foda,frttt,2026-04-18,OBS
mt pênalti pqp,loud_coringa,2026-04-28,OBS
"mkkk , tu é foda cz",loud_coringa,2026-04-28,OBS
tu é foda cz,loud_coringa,2026-04-28,OBS
Aí é foda dei all win e perdi tudo porra,loud_coringa,2026-04-28,OBS
carai,tck10,2026-04-28,OBS
só porrada,tck10,2026-04-28,OBS
amassado pqp,tck10,2026-04-28,OBS
BURRO,tck10,2026-04-28,INS
Ta fingindo ser ruim pra jogar com ela?,tck10,2026-04-28,INS
"""vou matar um""",tck10,2026-04-28,AME
pqp,tck10,2026-04-28,OBS
se foi banido fez merda no minimo,tck10,2026-04-28,OBS
gg nice porra,tck10,2026-04-28,OBS
DEZENOU caralho ROJAO ROJAO ROJAO ROJAO,tck10,2026-04-28,OBS
DEZENOU caralho ROJAO ROJAO ROJAO ROJAO  ͏,tck10,2026-04-28,OBS
Kkkkk caralho ficou pica,tck10,2026-04-28,OBS
pqp em,tck10,2026-04-28,OBS
Vivo lixo pano,tck10,2026-04-28,INS
fico fudido,tck10,2026-04-28,OBS
isso e mamão burro,tck10,2026-04-28,INS
crl chat nn conhece o melão laranja kk,tck10,2026-04-28,OBS
ta porra o dedao KK,tck10,2026-04-28,OBS
Seu time é ruim demais Tck,tck10,2026-04-28,INS
ta porra,tck10,2026-04-28,OBS
crl,tck10,2026-04-28,OBS
porrada,tck10,2026-04-28,OBS
@StreamElements CARALHO tck sem calvice nenhuma ooo,tck10,2026-04-28,OBS
q cuzao,tck10,2026-04-28,OBS
cago pra esse tambem KKKKKK,tck10,2026-04-28,OBS
seh loco cago dnv,tck10,2026-04-28,OBS
cago os 2 pix do cara kkkkkkkkkkkkkkk,tck10,2026-04-28,OBS
@unickzz_ kkkkkkkkkkkkkkkkk e foda,tck10,2026-04-28,OBS
caralho,tck10,2026-04-28,OBS
@guaribador_ mas assim cansaaaaaaa pa carai ;-;,tck10,2026-04-28,OBS
kkkkkkkkkkkkkkkkkkkkkk q cuzao,tck10,2026-04-28,OBS
caralho,tck10,2026-04-28,OBS
crl vc derreteu mt mano,tck10,2026-04-28,OBS
"@TcK10 estão te chamando de TCQUA, patinho, ai é foda",tck10,2026-04-28,OBS
A sofia agradece pq pqp,tck10,2026-04-28,OBS
ta ruim,tck10,2026-04-28,INS
"Eis a questão, ou a mira do cara é ruim ou o inimigo dele é muito bom em esquivar",tck10,2026-04-28,INS
caralho ela joga ta,tck10,2026-04-28,OBS
mds ele caiu dnv pqp,tck10,2026-04-28,OBS
2/14 pqp,tck10,2026-04-28,OBS
cuzão vei kkkkkkkkkkkkkkkkkkkkk,tck10,2026-04-28,OBS
Q musica ruim,tck10,2026-04-28,INS
cago,tck10,2026-04-28,OBS
só foi falar no coisa ruim,frttt,2026-04-28,INS
ta ruim hein,frttt,2026-04-28,INS
TA PORRA,frttt,2026-04-28,OBS
"@xigors é pq muitas vezes a gente usa de algumas muletas pra justificar nosso fracasso(não quer dizer que vc vai, só quer dizer que vc tá inseguro), mas eu sinto que o arrependimento maior não é fracassar, é não tentar....segue firme caraio!",frttt,2026-04-28,OBS
"é que a maioria dos meus amigos usam vivo, e eles não tem tanta instabilidade assim não... raramente caí. Mas eu sei que alguns casos eles instalam uns moldem merda.",frttt,2026-04-28,OBS
A vivo e uma bosta,frttt,2026-04-28,OBS
eu queria poder ta trmapando com criaçao de conteudo mas eu entrei em um trampo tao merda q meio q tirou minha visao da coisa,frttt,2026-04-28,OBS
carai,frttt,2026-04-28,OBS
q merda q nerfaram,rakin,2026-04-28,OBS
Caralho que isso,rakin,2026-04-28,OBS
no caso voce pode escolher oq eh lixo e selecionar tudo,rakin,2026-04-28,INS
Caralho o cara me tirou uma risada alta agr,rakin,2026-04-28,OBS
viado eu to amando d4,rakin,2026-04-28,DO
era um jogo bem ruim,rakin,2026-04-28,INS
Quase pqp,rakin,2026-04-28,OBS
"@matheusgs_oficial Mlk chato mn, tá carente",zagowt,2026-04-28,INS
@thifanycl So tem doente aq kkkkkk,zagowt,2026-04-28,INS
@jpznnx7 Meu Deus pqp,zagowt,2026-04-28,OBS
Esse Matheus pqp,zagowt,2026-04-28,OBS
@matheusgs_oficial Viadão do krlh,zagowt,2026-04-28,DO
Ta porraa kkkkk,zagowt,2026-04-28,OBS
Fico burra aqui,zagowt,2026-04-28,INS
Bosta*,zagowt,2026-04-28,OBS
@luix4i20 Correção 2 Macacos,zagowt,2026-04-28,DO
@smokexz7z Estava chato ja aturar moleques,zagowt,2026-04-28,INS
@thifanycl O chat daq e extremamente ruim,zagowt,2026-04-28,INS
"Até amanhã Taty,Larissa e Thifany Taty fica bem cuidado com os palhaços desse chat",zagowt,2026-04-28,INS
@DILTON_07 Palhaço oque jão,zagowt,2026-04-28,INS
@DILTON_07 Palhaço é branco eu sou preto,zagowt,2026-04-28,"INS, DO"
@tatyzinhaaa Caio difícil só tem doente,zagowt,2026-04-28,INS
Não tá saindo o som da donate viado,zagowt,2026-04-28,DO
q cara arrombado,zagowt,2026-04-28,OBS
Acorda esse corno,zagowt,2026-04-28,INS
@smr_zxp Dois mcc dormindo e doentes no chat,zagowt,2026-04-28,INS
@keven_mirandea Ta poha kkkkk,zagowt,2026-04-28,OBS
se fosse pra ver macaco dormindo eu invadia o zoologico porra,zagowt,2026-04-28,OBS
Passa fome do carai,zagowt,2026-04-28,OBS
Mongolóide,zagowt,2026-04-28,INS
Esse doente vem falar merda,zagowt,2026-04-28,OBS
@thifanycl Ahahaah q so tem doente,zagowt,2026-04-28,INS
só que às vezes o auge é uma bosta xdd,baiano,2026-04-28,OBS
"acaba logo, jogo chato kkkk",baiano,2026-04-28,INS
5k gold lead com 2 kill na frente wtf,baiano,2026-04-28,OBS
"vou é dormir, jogo ruim demais",baiano,2026-04-28,INS
TES FDP,baiano,2026-04-28,OBS
e o Butatam essa poha,baiano,2026-04-28,OBS
"Caralho Lucas acess eu senti uma parada nessa Wbg, peguei 2,95 odd com 2 min e foda se kkkk",baiano,2026-04-28,OBS
essa TES é mt ruim,baiano,2026-04-28,INS
eu sem entender porra nenhuma,yoda,2026-04-28,OBS
wtf,yoda,2026-04-28,OBS
carai ta igualzinho,yoda,2026-04-28,OBS
"caralho, insano",yoda,2026-04-28,OBS
também é maneiro jogar o coop,yoda,2026-04-28,INS
é tiro porrada e bomba,yoda,2026-04-28,OBS
que chato esse negócio do tempo pra resgatar,yoda,2026-04-28,INS
"@ChristianoLee Entendi, o jogo ta bonito, vamos ver se tá maneiro de jogar...",yoda,2026-04-28,INS
kkkkkk matou feito bosta,yoda,2026-04-28,OBS
eu acho a claro muito ruim,sacy,2026-04-28,INS
@1monstr0 que porra é NIO?,sacy,2026-04-28,OBS
ruim demais tambem,sacy,2026-04-28,INS
eu tenho tim so q as vezes fica um lixo,sacy,2026-04-28,INS
"a vivo aqui onde eu moro é muito boa, so o wi fi deles que é um lixo, mas arrumei essa merda com um mesh",sacy,2026-04-28,"INS, OBS"
olha essa skin pqp,sacy,2026-04-28,OBS
"mano, a pouco tempo atrás a minha internet da vivo tava conectada em uma caixa que só tinha nois, só que teve um fdp que cortou o fio",sacy,2026-04-28,OBS
maneiro,sacy,2026-04-28,INS
meu sobrinho e autista n verbal e é fd,sacy,2026-04-28,DO
"muito foda isso sacy, todo esse assunto me mostra como vc é uma pessoa especial",sacy,2026-04-28,OBS
Tu se esforçou pra caralho @sacy,sacy,2026-04-28,OBS
@gabzz_vlr kkkkkkk ai é foda,sacy,2026-04-28,OBS
porra kkkkkkkkkkkkkk,sacy,2026-04-28,OBS
po pra crl,sacy,2026-04-28,OBS
"essa distorção é comum infelizmente, é uma cultura de merda @sacy",sacy,2026-04-28,OBS
Kkkkkkkkkk wtf,sacy,2026-04-28,OBS
"Vcs que atualizaram o jogo e estão asc+, tb estão tendo que verificar a conta dnv? aqui pediu essa porra",sacy,2026-04-28,OBS
@nandoshow o mais foda fumando é que nunca a gente agrada todo mundo... é bem complicado.,sacy,2026-04-28,OBS
@nandoshow foda,sacy,2026-04-28,OBS
boa tarde sacy e vsf galaxio hi,sacy,2026-04-28,OBS
vai ser meta pra crl,sacy,2026-04-28,OBS
musica mo boa porran,sacy,2026-04-28,OBS
"quando os cara rodar, vai ser mt bom pqp",sacy,2026-04-28,OBS
caralho windowsdown,sacy,2026-04-28,OBS
Quando sua maior preocupação era o aspas nao rushar base e se matar com 30s de round,sacy,2026-04-28,AME
@bea_2408 oloko ai e foda,sacy,2026-04-28,OBS
uma merda,sacy,2026-04-28,OBS
ddx ngc feio da porra,sacy,2026-04-28,OBS
ta porra,sacy,2026-04-28,OBS
ta poha,sacy,2026-04-28,OBS
Crl,sacy,2026-04-28,OBS
chamber se matando rato guys,sacy,2026-04-28,AME
PORRA,sacy,2026-04-28,OBS
kkkkkkkkkkkkkkkkkkkkk VSF  gaalaxio,sacy,2026-04-28,OBS
que porra é essa,sacy,2026-04-28,OBS
que porra é essa,sacy,2026-04-28,OBS
pqp gerei o mal da sociedade desculpa ju,sacy,2026-04-28,OBS
pqp eu vou ser mto feliz com esse verdade do 7tv,sacy,2026-04-28,OBS
meu chat ta cheio de emoti pqp,sacy,2026-04-28,OBS
caralho sacy ta com 17 anos? muita testo,sacy,2026-04-28,OBS
no ruim de tudo você ainda tem a caçadora de cabeça,sacy,2026-04-28,INS
@LukeraCN tinha era que bani de tudo mais essa twitch e uma merda,fnxlntc,2026-04-28,OBS
Carai Lin so balinha forte,fnxlntc,2026-04-28,OBS
crl,fnxlntc,2026-04-28,OBS
kkkkkkk PQP,fnxlntc,2026-04-28,OBS
hora de soltar um codiguin ai @fnxlntc porra,fnxlntc,2026-04-28,OBS
caralho q scam kkkkkkkkk,fnxlntc,2026-04-28,OBS
carai kkkkkkkkkkkkkkkkkkk,fnxlntc,2026-04-28,OBS
sai dessa merda,fnxlntc,2026-04-28,OBS
xita e perde esses ruim,fnxlntc,2026-04-28,INS
ou a vida eh uma merda.,fnxlntc,2026-04-28,OBS
q merda kk,fnxlntc,2026-04-28,OBS
esse yell eh bobao em pqp,fnxlntc,2026-04-28,OBS
os caras de cheat ainda consegue deixar vcs no empate muito ruim pqp kkkkk,fnxlntc,2026-04-28,"INS, OBS"
"eu sou off tbm, e gosto kkkk mas é pq eu nao me guento e sou porradeiro, ai acabo pegndo herois assim, tipo axe, que se joga la",brtt,2026-04-28,OBS
"mas sou ruim tbm, então nao poso falar mto",brtt,2026-04-28,INS
@Annwark pprt dk pra iniciante éo melhor msm,brtt,2026-04-28,INS
"caraio é mto hc mesmo, ta no sangue",brtt,2026-04-28,OBS
que maluco burro cara,brtt,2026-04-28,INS
Caralho,brtt,2026-04-28,OBS
@Rakin considera diablo noob friendly ?,rakin,2026-04-28,INS
@ImDornels EZ,rakin,2026-04-28,INS
"Tu tá forte pra caralho, mas a arma vai ter deixar ainda mais forte",rakin,2026-04-28,OBS
caralhow me upa,rakin,2026-04-28,OBS
Decidi comprar a expansão e jogar depois de assistir tu mas porra 170GB doi em,rakin,2026-04-28,OBS
"rakinzao, recomenda seguir a historia ou tem outra maneira mais rapida p upar?",rakin,2026-04-28,INS
carai kkkkkkkkkkkkkkkkkkkkkkkkk,rakin,2026-04-28,OBS
"O Rakas falou tanto de próstata ontem, que hoje ele cagou a dele LUL Kappa",rakin,2026-04-28,OBS
podia so atualizar essa porra sem cobrar,rakin,2026-04-28,OBS
"bah que merda, eu ia comprar no credito, melhor esperar então",rakin,2026-04-28,OBS
cago a arma da vida real,rakin,2026-04-28,OBS
Agora a arma vem pqp que delicia,rakin,2026-04-28,OBS
cagou ele embora,rakin,2026-04-28,OBS
Pq o mercenário monta numa pantera foda e vc ta usando um cavalo no mapa da fome? @rakin,rakin,2026-04-28,OBS
bom seria um jumento,rakin,2026-04-28,INS
carai top 31,coreano,2026-04-28,OBS
vamoooo crl,coreano,2026-04-28,OBS
@gtc_fps carai tem bem menos que o normal :o,coreano,2026-04-28,OBS
carai jogaram mto INSANECAT,coreano,2026-04-28,OBS
cagou,coreano,2026-04-28,OBS
Porra KK,coreano,2026-04-28,OBS
vem x1 de novo lixo,coreano,2026-04-28,INS
"@Coreano acabei de chegar do filme do michael, pqp rusbé pra caralho!",coreano,2026-04-28,OBS
"lá no japão são 6h da manhã , acorda bando de filhas das putas",coreano,2026-04-28,OBS
@StreamElements conecta o usb cara,coreano,2026-04-28,INS
Nossa que live bosta mano,zagowt,2026-04-28,OBS
Tá poha,zagowt,2026-04-28,OBS
capuz do zago poha olhaaaaaaaaaaaaaaaaa,zagowt,2026-04-28,OBS
Ygor bueno amanhã porra,zagowt,2026-04-28,OBS
Desgraçado do chat😡😡😡,zagowt,2026-04-28,OBS
@antuness0 vocês brasileiros são burros Brasil nem da América do Sul é top 3 tem na frente Argentina Colômbia,zagowt,2026-04-28,INS
Ygor bueno amanhã porra Caraí,zagowt,2026-04-28,OBS
@yacv11 clbc puta,zagowt,2026-04-28,OBS
poh4,zagowt,2026-04-28,OBS
Amanhã ygor Bueno porra,zagowt,2026-04-28,OBS
Tá porra,zagowt,2026-04-28,OBS
Essa da o cu ai qui tá com o Zago parede viado,zagowt,2026-04-28,DO
@siqueiraa02 é a tua mãe .Inclusive deveria ter de jogado no lixo .Pila pequena,zagowt,2026-04-28,INS
@bnkkg77 Muito burro ele,zagowt,2026-04-28,INS
O tininho POHA para de chegar assim com o celular na cara das pessoas depois reclama q brigam,zagowt,2026-04-28,OBS
Pegou esse casaco no lixo zago?,zagowt,2026-04-28,INS
Caraí anda pá carai,zagowt,2026-04-28,OBS
@simaocvieira MANO TA FALANDO DE FUTEBOL EM LIVE DO ZAGO VSF,zagowt,2026-04-28,OBS
Tira a porra do flash,zagowt,2026-04-28,OBS
@zelldris22 Tô falando do flash doente cala boca,zagowt,2026-04-28,INS
Caraiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii,zagowt,2026-04-28,OBS
da pra ver nada mané,zagowt,2026-04-28,INS
@igaooff foda se,zagowt,2026-04-28,OBS
@boltyzera a mina é feia cabaço?,zagowt,2026-04-28,OBS
se n pegar ele é burro,zagowt,2026-04-28,INS
Caraí beija logoooooooooooo,zagowt,2026-04-28,OBS
mostra o insta burro,zagowt,2026-04-28,INS
porra tininho,zagowt,2026-04-28,OBS
Pega cuzao kkkk parece um doente falando,zagowt,2026-04-28,OBS
Tininho viadinho,zagowt,2026-04-28,DO
Porraaaa,zagowt,2026-04-28,OBS
gay de merda,zagowt,2026-04-28,OBS
Gay do caraio fdp tininho bosta,zagowt,2026-04-28,OBS
Mds mano que viado vei kkkkkkkkk,zagowt,2026-04-28,DO
"ta querendo escolher, pqp",zagowt,2026-04-28,OBS
Ninguém ninguém tá obrigando você beijar Não seu macaco,zagowt,2026-04-28,DO
Zago putanheirooooo,zagowt,2026-04-28,OBS
Caraí tininho viadinhoooooooooooooo,zagowt,2026-04-28,"DO, OBS"
O cara vai numa balada pra ficar numa marraaaaa pqp,zagowt,2026-04-28,OBS
Bicha do caralho,zagowt,2026-04-28,"DO, OBS"
Bora porra,zagowt,2026-04-28,OBS
Q país bosta q vcs escolheram em,zagowt,2026-04-28,OBS
ou vsf se vc tuvesse ido jna baixinha ontem cr,zagowt,2026-04-28,OBS
vai solo carai,zagowt,2026-04-28,OBS
Vai fdp,zagowt,2026-04-28,OBS
burro,zagowt,2026-04-28,INS
Pergunta burra,zagowt,2026-04-28,INS
para de falar merda kmkkkkkkkkkkkk,zagowt,2026-04-28,OBS
que papo de merda kkkkkk,zagowt,2026-04-28,OBS
muito ruim pqp kkkkkkkkkkkkk,zagowt,2026-04-28,"INS, OBS"
a milf tirou pra merda fi,zagowt,2026-04-28,OBS
"Live ralinha de merda, vai tmnc",zagowt,2026-04-28,OBS
@xvcarl Os cara é burro,zagowt,2026-04-28,INS
hungria ta ruim assim?,zagowt,2026-04-28,INS
"burro, ontem eu te falei pra mirar na baixinha, acertou o ninho e errou o passarnho SipTime",zagowt,2026-04-28,INS
o cara sem fama nao pega porra nenhuma que isso kkkkkk,zagowt,2026-04-28,OBS
Hotel de merda que eles pegaram,zagowt,2026-04-28,OBS
Tá foda viado,zagowt,2026-04-28,DO
vai pra Rússia arrombado kkkkkkkkkkkk,zagowt,2026-04-28,OBS
Caraí mn zago tá pegando ninguém tbm,zagowt,2026-04-28,OBS
Zago deverias andar com o OTAN ja deveriam foder,zagowt,2026-04-28,OBS
a não tá difícil assim cm esse mongolo,zagowt,2026-04-28,INS
Xingar pelo zago é putaria kkk,zagowt,2026-04-28,OBS
@nicolasmichel456 FDP para de flodar fdp,zagowt,2026-04-28,OBS
Zago deverias andar com o OTAN ja deveriam foder,zagowt,2026-04-28,OBS
PQP,zagowt,2026-04-28,OBS
Para de flodar crl,zagowt,2026-04-28,OBS
coitado de quem nao é famoso nao pega ninguem na europa kkkkkkk pqp,zagowt,2026-04-28,OBS
música chata do caralho,zagowt,2026-04-28,OBS
Ygor bueno cadê porra,zagowt,2026-04-28,OBS
@henryxt09 Rússia minha caceta para de FLODAR arrombado,zagowt,2026-04-28,OBS
Os FDP dps kid sumiu tudo,zagowt,2026-04-28,OBS
Ygor bueno cadê porraaaa assada assada AAA,zagowt,2026-04-28,OBS
Tira porra câmera burro,zagowt,2026-04-28,"INS, OBS"
"tem que chegar na frontal pra mina se ver, mt burro",zagowt,2026-04-28,INS
bixão mostrando seguidores e o krlh pra conseguir mulher kkkkkkkkkkk,zagowt,2026-04-28,DO
mostra n burro,zagowt,2026-04-28,INS
tira da cara delas porra,zagowt,2026-04-28,OBS
tira porra,zagowt,2026-04-28,OBS
isso não são as putas do Brasil 😂,zagowt,2026-04-28,OBS
burro kkk,zagowt,2026-04-28,INS
Rlx o chat e burro tininho,zagowt,2026-04-28,INS
Tinham que andar com o OTAN ja deveriam foder,zagowt,2026-04-28,OBS
Tininho tava falando com uma no celular esse viado,zagowt,2026-04-28,DO
musica lixo,zagowt,2026-04-28,INS
volta pro Brasil viado lkkkkk tá mal ai,zagowt,2026-04-28,DO
@henryxt09 Vtmnc mongoloide para de flodar lixo,zagowt,2026-04-28,INS
Música ruim,zagowt,2026-04-28,INS
O pessoal  faz as merdas deles mas nao querem ser fimados,zagowt,2026-04-28,OBS
@leo_six7 mandas me tomar no cu e nem para ti falei e tu e que perguntas? es retardado?,zagowt,2026-04-28,INS
embrace o crl,zagowt,2026-04-28,OBS
no Brasil é a msm merda,zagowt,2026-04-28,OBS
Q porra e essa kkkk,zagowt,2026-04-28,OBS
Que poha é essa,zagowt,2026-04-28,OBS
Mano vc viajou para um pais obde n existe preto,zagowt,2026-04-28,DO
Tá poha,zagowt,2026-04-28,OBS
Onde está o Tininho viado ?,zagowt,2026-04-28,DO
O cara que bebe pra ter coragem e lixo namoral,zagowt,2026-04-28,INS
Porra so homen cade as muiee,zagowt,2026-04-28,OBS
viado,zagowt,2026-04-28,DO
vão pegar burro,zagowt,2026-04-28,INS
bebe poha,zagowt,2026-04-28,OBS
PQP,zagowt,2026-04-28,OBS
doente do caralho,zagowt,2026-04-28,OBS
Os seus bando de filha da puta e difícil de pegar mulher ali,zagowt,2026-04-28,OBS
@jogador100renascedascinza Gata o caralho kkkk,zagowt,2026-04-28,OBS
chinesa tá puta,zagowt,2026-04-28,OBS
Japa feia da POHA,zagowt,2026-04-28,OBS
Japa feia da POHA parece um cavalo,zagowt,2026-04-28,OBS
lkkkkkkkkk pqp,zagowt,2026-04-28,OBS
musica lixo,zagowt,2026-04-28,INS
pqp,zagowt,2026-04-28,OBS
Ista fdp,zagowt,2026-04-28,OBS
Ista fdp,zagowt,2026-04-28,OBS
36 anos pqp fuja,zagowt,2026-04-28,OBS
PQP 36,zagowt,2026-04-28,OBS
Tá poha 36?,zagowt,2026-04-28,OBS
Ista fdp,zagowt,2026-04-28,OBS
